Pressure;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;L;V;D;B;F;Ethanol_concentration
1.01;350.87;350.93;350.99;351.08;351.19;351.33;351.54;351.87;352.48;353.89;357.85;363.38;371.3;372.87;450;600;150;200;350;0.8295
1.01;350.86;350.92;350.98;351.07;351.19;351.36;351.63;352.16;353.45;357.74;364.75;367.04;372.27;372.99;1050;1400;350;300;650;0.83376
1.01;350.86;350.93;351.01;351.12;351.27;351.51;351.95;352.93;356.01;363.22;366.75;367.34;372.32;372.99;1050;1400;350;300;650;0.83217
1.01;350.88;350.95;351.05;351.19;351.4;351.75;352.48;354.52;360.74;366.12;367.25;367.4;372.33;373;1050;1400;350;300;650;0.82706
1.01;350.89;350.98;351.1;351.28;351.57;352.11;353.42;357.73;364.76;367.04;367.38;367.42;372.34;373;1050;1400;350;300;650;0.82037
1.01;350.9;350.99;351.11;351.28;351.54;351.97;352.81;354.94;360.21;364.48;365.53;365.7;371.91;372.94;450;600;150;200;350;0.81756
1.01;350.9;350.99;351.09;351.24;351.45;351.78;352.37;353.7;357.39;363.05;365.26;365.66;371.9;372.94;450;600;150;200;350;0.81713
1.01;350.9;350.97;351.07;351.2;351.38;351.65;352.1;353.01;355.41;360.97;364.72;365.57;371.88;372.94;450;600;150;200;350;0.81862
1.01;350.89;350.96;351.05;351.16;351.32;351.54;351.9;352.58;354.19;358.6;363.79;365.41;371.85;372.93;450;600;150;200;350;0.82098
1.01;350.89;350.95;351.03;351.13;351.27;351.46;351.76;352.28;353.42;356.56;362.35;365.1;371.77;372.92;450;600;150;200;350;0.82363
1.01;350.88;350.94;351.01;351.11;351.23;351.4;351.65;352.07;352.91;355.1;360.47;364.57;371.64;372.91;450;600;150;200;350;0.82629
1.01;350.87;350.93;351;351.08;351.19;351.34;351.56;351.91;352.57;354.13;358.46;363.73;371.41;372.88;450;600;150;200;350;0.82886
1.01;350.87;350.92;350.98;351.06;351.17;351.3;351.49;351.79;352.32;353.47;356.71;362.52;371.02;372.83;450;600;150;200;350;0.83128
1.01;350.86;350.91;350.97;351.05;351.14;351.26;351.43;351.69;352.13;353.02;355.42;360.99;370.41;372.76;450;600;150;200;350;0.83351
1.01;350.86;350.9;350.96;351.03;351.12;351.23;351.38;351.61;351.98;352.7;354.51;359.35;369.5;372.63;450;600;150;200;350;0.83558
1.01;350.85;350.9;350.95;351.02;351.1;351.2;351.34;351.55;351.87;352.47;353.87;357.82;368.26;372.44;450;600;150;200;350;0.83747
1.01;350.85;350.89;350.94;351.01;351.08;351.18;351.31;351.49;351.78;352.29;353.41;356.57;366.7;372.17;450;600;150;200;350;0.8392
1.01;350.84;350.88;350.94;351;351.08;351.18;351.33;351.56;351.98;352.92;355.85;362.96;371.31;372.88;1050;1400;350;300;650;0.8422
1.01;350.84;350.89;350.95;351.02;351.12;351.25;351.46;351.82;352.57;354.74;361.17;366.24;372.12;372.97;1050;1400;350;300;650;0.84157
1.01;350.85;350.91;350.97;351.06;351.19;351.37;351.68;352.28;353.85;359;365.45;367.15;372.29;372.99;1050;1400;350;300;650;0.83798
1.01;350.86;350.93;351.01;351.12;351.29;351.55;352.03;353.14;356.78;364.02;366.91;367.36;372.33;372.99;1050;1400;350;300;650;0.83268
1.01;350.88;350.96;351.06;351.2;351.42;351.8;352.6;354.95;361.62;366.38;367.29;367.41;372.34;373;1050;1400;350;300;650;0.8263
1.01;350.9;350.99;351.11;351.3;351.6;352.19;353.65;358.47;365.2;367.11;367.38;367.42;372.34;373;1050;1400;350;300;650;0.81918
1.01;350.92;351.03;351.18;351.42;351.85;352.76;355.55;362.63;366.63;367.32;367.41;367.42;372.34;373;1050;1400;350;300;650;0.81147
1.01;350.94;351.07;351.26;351.58;352.17;353.69;358.61;365.28;367.13;367.39;367.42;367.42;372.34;373;1050;1400;350;300;650;0.80343
1.01;350.97;351.12;351.35;351.75;352.6;355.06;361.86;366.45;367.3;367.41;367.42;367.42;372.34;373;1050;1400;350;300;650;0.79528
1.01;350.99;351.17;351.45;351.96;353.15;356.96;364.2;366.95;367.36;367.42;367.42;367.42;372.34;373;1050;1400;350;300;650;0.78738
1.01;351.02;351.22;351.55;352.19;353.83;359.07;365.51;367.16;367.39;367.42;367.42;367.42;372.34;373;1050;1400;350;300;650;0.77982
1.01;351.04;351.27;351.65;352.43;354.59;360.96;366.2;367.26;367.4;367.42;367.42;367.42;372.34;373;1050;1400;350;300;650;0.77303
1.01;351.04;351.24;351.55;352.08;353.17;356.07;361.89;364.99;365.62;365.71;365.73;365.73;371.92;372.94;450;600;150;200;350;0.77245
1.01;351.02;351.18;351.42;351.79;352.46;354.03;358.28;363.63;365.37;365.68;365.72;365.73;371.92;372.94;450;600;150;200;350;0.77818
1.01;351;351.13;351.32;351.6;352.08;353.04;355.58;361.23;364.8;365.59;365.71;365.73;371.92;372.94;450;600;150;200;350;0.78568
1.01;350.97;351.09;351.25;351.48;351.84;352.5;354.05;358.3;363.63;365.37;365.68;365.72;371.92;372.94;450;600;150;200;350;0.793
1.01;350.95;351.06;351.24;351.5;351.99;353.12;356.78;364.03;366.92;367.36;367.42;367.42;372.34;373;1050;1400;350;300;650;0.80223
1.01;350.96;351.1;351.31;351.67;352.38;354.34;360.35;366;367.24;367.4;367.42;367.42;372.34;373;1050;1400;350;300;650;0.79816
1.01;350.98;351.15;351.4;351.86;352.87;356.01;363.26;366.77;367.34;367.41;367.42;367.42;372.34;373;1050;1400;350;300;650;0.79088
1.01;351.01;351.2;351.5;352.08;353.5;358.1;365;367.09;367.38;367.42;367.42;367.42;372.34;373;1050;1400;350;300;650;0.78324
1.01;351.01;351.18;351.45;351.87;352.7;354.75;359.89;364.37;365.51;365.7;365.73;365.73;371.92;372.94;450;600;150;200;350;0.78169
1.01;351;351.14;351.35;351.66;352.2;353.36;356.5;362.32;365.09;365.63;365.72;365.73;371.92;372.94;450;600;150;200;350;0.78574
1.01;350.98;351.1;351.27;351.52;351.91;352.67;354.53;359.4;364.17;365.47;365.69;365.73;371.92;372.94;450;600;150;200;350;0.79182
1.01;350.96;351.07;351.21;351.41;351.72;352.27;353.44;356.68;362.48;365.13;365.64;365.72;371.92;372.94;450;600;150;200;350;0.79805
1.01;350.94;351.04;351.16;351.33;351.59;352;352.81;354.87;360.06;364.42;365.52;365.7;371.91;372.94;450;600;150;200;350;0.80385
1.01;350.93;351.01;351.12;351.27;351.48;351.81;352.41;353.77;357.54;363.16;365.28;365.66;371.9;372.94;450;600;150;200;350;0.80906
1.01;350.91;350.99;351.09;351.22;351.4;351.67;352.14;353.08;355.62;361.26;364.81;365.59;371.89;372.94;450;600;150;200;350;0.8137
1.01;350.9;350.97;351.06;351.18;351.34;351.57;351.94;352.64;354.36;358.98;363.98;365.44;371.85;372.93;450;600;150;200;350;0.81783
1.01;350.89;350.96;351.04;351.14;351.28;351.48;351.79;352.34;353.54;356.9;362.66;365.17;371.79;372.93;450;600;150;200;350;0.82151
1.01;350.88;350.94;351.02;351.12;351.24;351.41;351.67;352.11;353;355.35;360.87;364.7;371.67;372.91;450;600;150;200;350;0.82479
1.01;350.88;350.93;351;351.09;351.2;351.36;351.58;351.94;352.63;354.31;358.87;363.93;371.47;372.89;450;600;150;200;350;0.82775
1.01;350.87;350.92;350.99;351.07;351.17;351.31;351.51;351.81;352.37;353.6;357.05;362.81;371.12;372.85;450;600;150;200;350;0.83041
1.01;350.86;350.91;350.98;351.06;351.17;351.33;351.59;352.06;353.17;356.81;364.03;366.91;372.25;372.99;1050;1400;350;300;650;0.8347
1.01;350.86;350.92;351;351.1;351.25;351.48;351.87;352.74;355.35;362.29;366.55;367.31;372.32;372.99;1050;1400;350;300;650;0.83327
1.01;350.87;350.95;351.04;351.17;351.37;351.7;352.35;354.12;359.76;365.78;367.2;367.4;372.33;373;1050;1400;350;300;650;0.82835
1.01;350.89;350.98;351.09;351.26;351.53;352.02;353.18;356.95;364.18;366.94;367.36;367.42;372.34;373;1050;1400;350;300;650;0.82179
1.01;350.9;350.99;351.1;351.27;351.51;351.91;352.68;354.58;359.53;364.22;365.49;365.69;371.91;372.94;450;600;150;200;350;0.81901
1.01;350.9;350.98;351.09;351.23;351.43;351.74;352.29;353.49;356.82;362.6;365.15;365.64;371.9;372.94;450;600;150;200;350;0.81847
1.01;350.9;350.97;351.06;351.19;351.36;351.61;352.04;352.88;355.04;360.37;364.53;365.54;371.88;372.94;450;600;150;200;350;0.81982
1.01;350.89;350.96;351.04;351.15;351.3;351.52;351.86;352.49;353.96;358.02;363.47;365.34;371.83;372.93;450;600;150;200;350;0.82203
1.01;350.88;350.95;351.04;351.15;351.33;351.6;352.12;353.4;357.6;364.66;367.03;367.37;372.33;372.99;1050;1400;350;300;650;0.8261
1.01;350.89;350.97;351.07;351.23;351.46;351.88;352.79;355.6;362.68;366.64;367.32;367.41;372.34;373;1050;1400;350;300;650;0.82323
1.01;350.9;351;351.13;351.33;351.66;352.31;354.03;359.55;365.7;367.19;367.39;367.42;372.34;373;1050;1400;350;300;650;0.81695
1.01;350.92;351.04;351.2;351.46;351.92;352.96;356.23;363.49;366.81;367.35;367.41;367.42;372.34;373;1050;1400;350;300;650;0.8094
1.01;350.95;351.08;351.29;351.62;352.27;353.99;359.47;365.67;367.19;367.39;367.42;367.42;372.34;373;1050;1400;350;300;650;0.80134
1.01;350.97;351.13;351.38;351.8;352.72;355.5;362.57;366.62;367.32;367.41;367.42;367.42;372.34;373;1050;1400;350;300;650;0.79325
1.01;351;351.18;351.48;352.02;353.31;357.5;364.62;367.02;367.37;367.42;367.42;367.42;372.34;373;1050;1400;350;300;650;0.78541
1.01;351.02;351.23;351.58;352.25;354.02;359.58;365.72;367.2;367.4;367.42;367.42;367.42;372.34;373;1050;1400;350;300;650;0.77801
1.01;351.03;351.21;351.5;351.97;352.93;355.39;360.99;364.74;365.58;365.71;365.73;365.73;371.92;372.94;450;600;150;200;350;0.77693
1.01;351.01;351.16;351.38;351.72;352.33;353.68;357.4;363.07;365.26;365.66;365.72;365.73;371.92;372.94;450;600;150;200;350;0.78183
1.01;350.99;351.12;351.3;351.56;352;352.85;355.05;360.39;364.54;365.54;365.7;365.73;371.92;372.94;450;600;150;200;350;0.78863
1.01;350.97;351.08;351.23;351.45;351.78;352.39;353.74;357.5;363.14;365.27;365.66;365.72;371.92;372.94;450;600;150;200;350;0.79542
1.01;350.95;351.05;351.18;351.36;351.63;352.08;352.99;355.39;360.93;364.71;365.57;365.71;371.91;372.94;450;600;150;200;350;0.80164
1.01;350.78;350.79;350.81;350.84;350.88;350.94;351.06;351.28;351.81;353.55;361.41;371.05;372.89;373.05;22500;22650;150;200;350;0.87668
1.01;350.78;350.79;350.81;350.83;350.87;350.93;351.04;351.24;351.69;353.1;359.59;370.35;372.82;373.05;22500;22650;150;200;350;0.87778
1.01;350.78;350.79;350.8;350.83;350.86;350.92;351.02;351.2;351.59;352.75;358.01;369.45;372.72;373.04;22500;22650;150;200;350;0.87885
1.01;350.77;350.79;350.8;350.82;350.86;350.91;351;351.16;351.51;352.48;356.71;368.32;372.58;373.03;22500;22650;150;200;350;0.87987
1.01;350.77;350.78;350.8;350.82;350.85;350.9;350.98;351.13;351.45;352.27;355.69;366.98;372.4;373.01;22500;22650;150;200;350;0.88079
1.01;350.77;350.78;350.8;350.82;350.85;350.89;350.97;351.11;351.39;352.11;354.91;365.48;372.16;372.99;22500;22650;150;200;350;0.88163
1.01;350.77;350.78;350.8;350.81;350.84;350.89;350.96;351.09;351.35;351.98;354.3;363.91;371.85;372.96;22500;22650;150;200;350;0.8824
1.01;350.77;350.78;350.79;350.81;350.84;350.88;350.95;351.07;351.31;351.87;353.81;362.35;371.47;372.93;22500;22650;150;200;350;0.88314
1.01;350.77;350.78;350.79;350.81;350.84;350.88;350.94;351.05;351.27;351.77;353.41;360.87;371;372.88;22500;22650;150;200;350;0.88385
1.01;350.77;350.78;350.79;350.81;350.83;350.87;350.93;351.04;351.24;351.69;353.09;359.52;370.44;372.83;22500;22650;150;200;350;0.88454
1.01;350.77;350.78;350.79;350.81;350.83;350.87;350.92;351.02;351.21;351.61;352.82;358.34;369.79;372.76;22500;22650;150;200;350;0.8852
1.01;350.77;350.78;350.79;350.8;350.83;350.86;350.92;351.01;351.18;351.55;352.61;357.33;369.03;372.67;22500;22650;150;200;350;0.88582
1.01;350.77;350.77;350.79;350.8;350.82;350.86;350.91;351;351.16;351.5;352.44;356.5;368.19;372.57;22500;22650;150;200;350;0.88639
1.01;350.77;350.77;350.78;350.8;350.82;350.85;350.9;350.99;351.14;351.45;352.3;355.82;367.27;372.44;22500;22650;150;200;350;0.88691
1.01;350.77;350.77;350.78;350.8;350.82;350.85;350.9;350.98;351.12;351.42;352.18;355.26;366.3;372.3;22500;22650;150;200;350;0.88738
1.01;350.76;350.77;350.78;350.8;350.82;350.85;350.89;350.97;351.11;351.38;352.09;354.81;365.32;372.13;22500;22650;150;200;350;0.88782
1.01;350.76;350.77;350.78;350.8;350.82;350.84;350.89;350.96;351.09;351.36;352.01;354.43;364.34;371.94;22500;22650;150;200;350;0.88822
1.01;350.76;350.77;350.78;350.79;350.81;350.84;350.89;350.96;351.08;351.33;351.94;354.11;363.39;371.73;22500;22650;150;200;350;0.88859
1.01;350.76;350.77;350.78;350.79;350.81;350.84;350.88;350.95;351.07;351.31;351.87;353.84;362.48;371.51;22500;22650;150;200;350;0.88894
1.01;350.76;350.77;350.78;350.79;350.81;350.84;350.88;350.95;351.06;351.29;351.82;353.61;361.64;371.26;22500;22650;150;200;350;0.88927
1.01;350.76;350.77;350.78;350.79;350.81;350.84;350.88;350.94;351.05;351.27;351.77;353.41;360.86;371;22500;22650;150;200;350;0.88959
1.01;350.76;350.77;350.78;350.79;350.81;350.83;350.87;350.94;351.04;351.25;351.73;353.24;360.16;370.73;22500;22650;150;200;350;0.88988
1.01;350.76;350.77;350.78;350.79;350.81;350.83;350.87;350.93;351.04;351.24;351.69;353.09;359.53;370.45;22500;22650;150;200;350;0.89016
1.01;350.76;350.77;350.78;350.79;350.81;350.83;350.87;350.93;351.03;351.22;351.65;352.97;358.96;370.16;22500;22650;150;200;350;0.89041
1.01;350.76;350.77;350.78;350.79;350.81;350.83;350.87;350.92;351.02;351.21;351.62;352.86;358.47;369.87;22500;22650;150;200;350;0.89065
1.01;350.76;350.77;350.78;350.79;350.8;350.83;350.86;350.92;351.02;351.2;351.6;352.77;358.04;369.59;22500;22650;150;200;350;0.89086
1.01;350.76;350.77;350.78;350.79;350.8;350.83;350.86;350.92;351.01;351.19;351.58;352.69;357.66;369.31;22500;22650;150;200;350;0.89106
1.01;350.76;350.77;350.78;350.79;350.8;350.83;350.86;350.92;351.01;351.18;351.56;352.62;357.33;369.04;22500;22650;150;200;350;0.89123
1.01;350.76;350.77;350.78;350.79;350.8;350.83;350.86;350.91;351.01;351.17;351.54;352.56;357.05;368.78;22500;22650;150;200;350;0.89139
1.01;350.76;350.77;350.78;350.79;350.8;350.82;350.86;350.91;351;351.17;351.52;352.51;356.8;368.53;22500;22650;150;200;350;0.89153
1.01;350.76;350.77;350.77;350.79;350.8;350.82;350.86;350.91;351;351.16;351.51;352.47;356.59;368.3;22500;22650;150;200;350;0.89165
1.01;350.76;350.77;350.77;350.79;350.8;350.82;350.86;350.91;351;351.16;351.5;352.43;356.41;368.09;22500;22650;150;200;350;0.89176
